condition,network_outrage,political_party,political_ideology,rep_identity,dem_identity,barr_check,barrett_check,seen_quiz,unseen_quiz,barr_familiar,barr_post,barrett_familiar,barrett_post,follow_politics,vote_2016,vote_2018,vote_2020,sm_freq,sm_daily_freq,sm_political_freq,sm_daily_political_freq,sm_share_reason,sm_platforms,online_news_outlets,twitter_handle,mood,gender,ethnicity,age,education
High Overperception,7,Democrat,3,-2,2,1,1,0,1,3,No,3,No,3,Yes,No,Democrat Joe Biden,Daily or more,14,Daily or more,25,['I want people to see the content'],"['Instagram', 'Other']","['CNN', 'Huffington Post']",NA,3,Male,['Black or African American'],48,4 year degree
Low Overperception,3,Republican,5,1,0,1,1,0,1,-2,No,-1,No,-1,Yes,Yes,Republican Donald Trump,Daily or more,24,Between once per week and once per month,0,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Fox News', 'CNN']",NA,2,male,['White'],27,High school
Low Overperception,2,Republican,6,2,-2,1,1,0,1,-2,No,1,No,-1,Yes,Yes,Republican Donald Trump,Daily or more,18,Never,0,['I want to make people laugh'],"['Facebook', 'Instagram', 'YouTube']",['None'],NA,3,female,['White'],30,4 year degree
High Overperception,6,Democrat,3,-2,2,1,1,0,1,0,No,3,No,1,No,Prefer not to say,I did not vote,Daily or more,9,Daily or more,9,['Other'],"['Twitter', 'Instagram', 'YouTube']","['CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,Female,['White'],42,4 year degree
Low Overperception,3,Republican,5,3,-2,1,0,1,1,-3,No,-3,No,-2,Yes,Yes,Republican Donald Trump,Daily or more,27,Between once per month and once per year,4,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']",['None'],NA,2,female,NA,53,High school
Low Overperception,1,Republican,6,3,-3,1,1,0,1,-2,No,2,No,3,Yes,Yes,Republican Donald Trump,Daily or more,10,Never,0,['I want to make people laugh'],"['Facebook', 'Instagram', 'YouTube', 'Parlor']",['None'],NA,4,Female,NA,39,Postgraduate/Professional degree/other
High Overperception,6,Democrat,2,-3,3,1,1,0,1,2,NA,3,No,3,Yes,Yes,Democrat Joe Biden,Daily or more,19,Daily or more,9,['I want people to see the content'],"['Facebook', 'TikTok', 'YouTube']","['Fox News', 'Yahoo! News', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,male,['Black or African American'],68,Postgraduate/Professional degree/other
Low Overperception,5,Democrat,3,-2,2,1,1,0,1,1,No,0,No,0,Yes,No,Democrat Joe Biden,2-3 times a week,60,2-3 times a week,34,"['I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Instagram', 'YouTube', 'Twitch']","['CNN', 'NY Times']",NA,3,Male,['White'],26,NA
High Overperception,4,Republican,4,1,-1,1,1,0,1,-1,No,1,No,0,No,No,Republican Donald Trump,Daily or more,9,Once per week,0,['The content represents my beliefs or attitudes'],"['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",NA,2,male,"['Hispanic, Latinx, or Spanish origin', 'Asian']",34,Some college
Low Overperception,4,Democrat,5,-3,3,0,1,0,1,-1,No,0,No,-2,Yes,Yes,Democrat Joe Biden,Once per week,4,Between once per week and once per month,2,"['I want to make people laugh', 'The content represents my beliefs or attitudes', 'Other']","['Instagram', 'Other']","['Yahoo! News', 'MSN News', 'NY Times', 'Washington Post']",NA,2,Female,['Asian'],56,Postgraduate/Professional degree/other
Low Overperception,3,Democrat,2,-3,2,1,1,0,1,1,No,3,Yes,3,Yes,Yes,Democrat Joe Biden,Daily or more,2,Never,0,"['I want people to see the content', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes']",['Facebook'],"['CNN', 'Washington Post', 'Other']",NA,2,Female,['White'],61,4 year degree
Low Overperception,2,Republican,6,3,-2,1,1,0,1,-1,No,-1,No,0,Yes,Yes,Republican Donald Trump,Daily or more,4,2-3 times a week,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'Yahoo! News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,female,['White'],25,4 year degree
High Overperception,3,Democrat,3,-3,3,1,1,0,1,-1,No,0,No,-3,Yes,Yes,Democrat Joe Biden,Daily or more,3,Never,0,['I want people to see the content'],"['Facebook', 'Instagram']",['NY Times'],NA,2,F,NA,64,Some college
Low Overperception,4,Republican,6,2,-2,1,1,0,1,-1,No,0,No,-1,Yes,NA,Republican Donald Trump,Daily or more,5,Never,0,['I want people to see the content'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']",['None'],NA,3,female,['White'],62,4 year degree
High Overperception,7,Democrat,1,-3,1,1,1,0,1,-2,No,3,No,0,Yes,Yes,Democrat Joe Biden,Daily or more,3,Never,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']",['Instagram'],"['NY Times', 'Washington Post', 'Huffington Post', 'Other']",NA,4,Female,['White'],48,Postgraduate/Professional degree/other
High Overperception,5,Republican,7,1,-1,1,1,0,1,3,No,3,No,3,Yes,Yes,Republican Donald Trump,Daily or more,10,Never,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Twitch']","['Drudge Report', 'Fox News', 'Yahoo! News', 'CNN', 'NY Times']",NA,4,Male,['White'],37,2 year degree
High Overperception,7,Democrat,2,-3,2,1,1,0,1,-2,No,0,No,2,No,No,Democrat Joe Biden,Never,0,Never,0,[],"['YouTube', 'Twitch']","['Fox News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,male,['White'],19,High school
Low Overperception,3,Democrat,2,-3,2,1,1,0,1,2,Uncertain / Do not remember,2,No,2,Yes,Yes,Democrat Joe Biden,Daily or more,9,2-3 times a week,1,"['I want people to see the content', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram']","['Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,female,['White'],43,4 year degree
Low Overperception,4,Democrat,5,0,1,1,1,0,1,-2,No,-1,No,-2,Yes,Yes,Democrat Joe Biden,Daily or more,8,Never,0,[],"['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Five Thirty Eight', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Male,['White'],33,4 year degree
Low Overperception,1,Republican,5,2,-2,1,1,0,1,3,No,3,No,3,Yes,Yes,Republican Donald Trump,Daily or more,5,Never,0,['The content represents my beliefs or attitudes'],"['Facebook', 'Parlor']","['Fox News', 'CNN', 'MSN News']",NA,1,male,['White'],54,High school
Low Overperception,3,Republican,4,3,-2,1,1,0,1,-3,No,-3,No,-2,No,Uncertain / Do not remember,Republican Donald Trump,Daily or more,100,Between once per week and once per month,19,['Other'],"['Facebook', 'Instagram', 'TikTok', 'YouTube', 'Other']","['Yahoo! News', 'CNN', 'NY Times', 'Washington Post']",NA,4,Female,"['Hispanic, Latinx, or Spanish origin']",25,Some college
Low Overperception,5,Republican,6,1,-3,1,1,1,0,0,No,2,Yes,3,Yes,Yes,Republican Donald Trump,Daily or more,95,4-6 times a week,75,['I want to make people laugh'],"['Twitter', 'Facebook', 'Instagram', 'TikTok']","['Drudge Report', 'Other']",@EAJSmith,3,non-binary,NA,59,4 year degree
High Overperception,5,Republican,5,1,1,1,1,0,1,3,No,3,No,3,Yes,Yes,Republican Donald Trump,Daily or more,4,4-6 times a week,3,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook']","['Fox News', 'Five Thirty Eight', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Other']",NA,1,female,['White'],50,4 year degree
High Overperception,4,Republican,7,3,-3,1,1,0,1,2,Uncertain / Do not remember,3,Uncertain / Do not remember,2,Yes,Yes,Republican Donald Trump,Daily or more,19,Daily or more,4,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Facebook', 'Instagram', 'YouTube', 'Parlor', 'Other']","['Fox News', 'NY Times', 'Washington Post']",NA,3,female,['White'],61,2 year degree
Low Overperception,2,Republican,6,2,-2,1,1,0,1,0,No,2,No,3,Yes,Yes,Other,Daily or more,8,Daily or more,9,['The content represents my beliefs or attitudes'],"['Facebook', 'YouTube']","['Fox News', 'CNN', 'Washington Post', 'Huffington Post']",NA,3,Female,['White'],32,Postgraduate/Professional degree/other
High Overperception,6,Republican,5,2,-3,1,1,0,1,1,No,2,Uncertain / Do not remember,1,No,No,Republican Donald Trump,Daily or more,52,2-3 times a week,19,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Drudge Report', 'Fox News', 'Five Thirty Eight', 'MSN News', 'NY Times', 'Washington Post']",NA,2,male,['White'],19,High school
High Overperception,6,Republican,7,3,-3,1,1,0,1,3,Yes,3,Yes,3,Yes,Yes,Republican Donald Trump,Daily or more,29,Daily or more,29,"['I want people to see the content', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Facebook', 'Gab', 'Parlor']","['Fox News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,1,Female,['White'],51,Postgraduate/Professional degree/other
High Overperception,6,Republican,5,1,0,1,1,0,1,1,No,2,No,0,No,No,I did not vote,Daily or more,29,2-3 times a week,29,['I want people to see the content'],"['Twitter', 'Facebook', 'Instagram']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post']",NA,2,Male,['White'],33,4 year degree
Low Overperception,4,Democrat,3,-3,1,1,1,0,1,-1,No,0,No,-1,No,No,Democrat Joe Biden,Daily or more,79,Once per week,31,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Facebook', 'Instagram', 'TikTok', 'YouTube']","['CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,female,['Asian'],20,Some college
Low Overperception,7,Democrat,7,-2,3,1,1,0,0,-3,No,0,No,3,Yes,No,Democrat Joe Biden,Daily or more,79,4-6 times a week,70,"['I want people to see the content', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times']",NA,1,male,['Black or African American'],34,Postgraduate/Professional degree/other
High Overperception,6,Republican,6,2,-3,1,1,0,1,-3,No,1,No,1,Yes,Uncertain / Do not remember,Republican Donald Trump,Daily or more,19,Once per week,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Facebook', 'Instagram', 'YouTube', 'Parlor', 'Other']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",NA,2,Female,['White'],25,4 year degree
High Overperception,6,Republican,5,2,-2,1,1,0,1,-1,No,1,Yes,1,No,No,Republican Donald Trump,2-3 times a week,29,2-3 times a week,20,"['I want people to see the content', ""I want to change people's opinions"", 'I want to troll people', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'YouTube']","['Drudge Report', 'Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",@dragon6373,2,Male,['White'],24,High school
High Overperception,7,Democrat,1,-3,2,1,1,0,1,-3,No,-3,No,-1,Yes,Uncertain / Do not remember,Democrat Joe Biden,Daily or more,14,Between once per week and once per month,0,['Other'],"['Twitter', 'Instagram', 'YouTube']","['NY Times', 'Washington Post', 'Huffington Post']",NA,3,Female,['Black or African American'],25,2 year degree
High Overperception,4,Republican,5,2,-2,1,1,1,2,0,No,1,No,0,Yes,Yes,Democrat Joe Biden,Daily or more,14,Never,0,['I want people to see the content'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']","['NY Times', 'Washington Post']",NA,3,Female,['White'],35,4 year degree
High Overperception,5,Democrat,2,-3,3,1,1,0,1,-1,No,2,No,0,No,Yes,Democrat Joe Biden,Daily or more,19,2-3 times a week,1,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Instagram', 'TikTok']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,male,['White'],21,Some college
Low Overperception,2,Democrat,2,-3,3,1,1,0,1,3,No,2,No,3,Yes,Yes,Democrat Joe Biden,Daily or more,5,Once per week,0,"['I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Facebook', 'YouTube']","['CNN', 'MSN News', 'NY Times', 'Washington Post']",NA,3,female,NA,77,Postgraduate/Professional degree/other
Low Overperception,4,Republican,5,1,-3,1,1,0,1,-1,No,0,No,0,No,No,Republican Donald Trump,Daily or more,60,Once per week,4,['I want to make people laugh'],"['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']",['None'],@Lymisss,3,female,['White'],30,2 year degree
Low Overperception,5,Republican,5,2,-2,1,1,0,1,1,No,1,Yes,2,Yes,Yes,Democrat Joe Biden,Daily or more,81,Daily or more,76,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Fox News', 'CNN', 'NY Times', 'Washington Post']",NA,1,male,['Asian'],21,4 year degree
High Overperception,6,Democrat,2,-3,3,1,1,0,1,0,No,0,No,2,Yes,Yes,I did not vote,2-3 times a week,0,Never,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Instagram', 'YouTube']","['NY Times', 'Washington Post']",NA,3,female,['White'],32,Postgraduate/Professional degree/other
Low Overperception,4,Republican,5,0,-1,1,1,0,1,1,No,2,No,1,Yes,Uncertain / Do not remember,Democrat Joe Biden,Daily or more,3,Between once per week and once per month,1,['The content represents my beliefs or attitudes'],"['Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'CNN', 'MSN News', 'Washington Post']",NA,2,female,['White'],32,Postgraduate/Professional degree/other
High Overperception,6,Republican,5,1,-3,1,1,0,1,1,No,3,No,3,Yes,Yes,Republican Donald Trump,Daily or more,3,Daily or more,6,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions""]","['Twitter', 'Facebook', 'Instagram', 'YouTube', 'Twitch']","['Fox News', 'CNN', 'NY Times', 'Washington Post', 'Other']",NA,2,male,['White'],23,4 year degree
High Overperception,7,Democrat,3,-2,2,1,1,0,1,1,No,2,No,2,No,No,Democrat Joe Biden,Daily or more,8,2-3 times a week,0,['The content represents my beliefs or attitudes'],"['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['CNN', 'NY Times', 'Washington Post']",NA,2,female,['White'],21,4 year degree
Low Overperception,3,Republican,5,1,-3,1,1,1,1,NA,NA,3,No,1,Yes,Yes,Republican Donald Trump,Daily or more,9,2-3 times a week,0,['The content represents my beliefs or attitudes'],"['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['Fox News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",NA,2,female,['White'],23,4 year degree
High Overperception,7,Democrat,1,-3,2,1,1,0,1,-2,No,1,No,1,No,No,Democrat Joe Biden,Daily or more,15,4-6 times a week,4,"['I want people to see the content', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",NA,3,Male,['Asian'],18,2 year degree
Low Overperception,3,Democrat,2,-1,3,1,1,0,1,0,No,2,No,-1,No,Yes,Democrat Joe Biden,Daily or more,29,Between once per week and once per month,2,['Other'],"['Facebook', 'Instagram', 'YouTube', 'Other']","['CNN', 'MSN News', 'Washington Post', 'Other']",NA,3,Female,['White'],21,2 year degree
Low Overperception,4,Democrat,1,-3,2,0,1,1,0,0,No,2,No,3,Yes,Yes,Democrat Joe Biden,Daily or more,16,Daily or more,2,[],['Instagram'],"['Five Thirty Eight', 'CNN', 'NY Times']",NA,1,female,['White'],30,4 year degree
High Overperception,6,Democrat,1,-3,3,1,1,0,1,2,Yes,3,Uncertain / Do not remember,3,Yes,Yes,Democrat Joe Biden,Daily or more,19,2-3 times a week,8,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,4,male,['White'],41,Some college
High Overperception,7,Republican,6,3,-3,1,1,0,1,-3,No,0,No,1,Yes,No,Republican Donald Trump,Daily or more,19,Once per week,4,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Facebook', 'Instagram', 'TikTok']",['Fox News'],NA,2,female,['White'],23,Some college
Low Overperception,1,Republican,3,3,-1,0,1,0,1,-3,No,-3,No,2,Yes,Uncertain / Do not remember,Republican Donald Trump,4-6 times a week,80,2-3 times a week,21,['I want people to see the content'],['Facebook'],['Fox News'],i dont have a twitter sorry,1,male,['White'],27,High school
High Overperception,6,Prefer not to say,3,-1,0,1,1,0,2,0,Uncertain / Do not remember,0,No,-2,No,No,Democrat Joe Biden,Daily or more,66,2-3 times a week,37,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch', 'Other']","['CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,female,['Asian'],22,4 year degree
High Overperception,7,Republican,6,3,-3,1,1,0,1,1,No,1,No,2,Yes,Yes,Republican Donald Trump,Daily or more,13,2-3 times a week,1,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook']","['Fox News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Female,NA,63,Postgraduate/Professional degree/other
Low Overperception,5,Democrat,2,-3,2,1,1,0,1,1,No,0,No,-2,No,No,Democrat Joe Biden,Daily or more,80,Between once per week and once per month,10,"['I want people to see the content', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes']","['Instagram', 'TikTok', 'YouTube']","['NY Times', 'Washington Post', 'Huffington Post']",NA,4,Female,['Asian'],20,Some college
Low Overperception,4,Democrat,3,-2,1,1,1,0,1,-2,No,1,No,0,No,No,Democrat Joe Biden,Daily or more,57,Once per week,0,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Other']","['Fox News', 'Five Thirty Eight', 'CNN', 'Huffington Post']",NA,2,female,['Asian'],18,High school
High Overperception,7,An Independent,5,0,0,1,1,0,1,0,No,1,No,-1,No,No,Other,Once per week,5,Between once per week and once per month,3,['Other'],['Facebook'],"['Fox News', 'CNN', 'MSN News', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Male,['White'],31,4 year degree
High Overperception,6,Democrat,2,-3,2,1,1,1,1,-1,No,2,No,0,Yes,Yes,Democrat Joe Biden,Daily or more,3,Once per week,0,"['I want people to see the content', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['NY Times', 'Washington Post', 'Huffington Post']",NA,3,female,['White'],33,2 year degree
High Overperception,6,Democrat,2,-3,2,1,1,0,1,3,No,3,No,2,Yes,Yes,Democrat Joe Biden,2-3 times a week,0,2-3 times a week,0,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Twitter', 'Instagram']","['CNN', 'NY Times', 'Washington Post', 'Other']",NA,3,Fenale,['White'],52,Postgraduate/Professional degree/other
Low Overperception,3,Democrat,3,1,2,1,1,0,1,-1,No,0,No,0,Yes,Yes,Democrat Joe Biden,Daily or more,4,Never,0,['The content represents my beliefs or attitudes'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Fox News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,Female,['White'],42,Postgraduate/Professional degree/other
High Overperception,7,Democrat,2,-3,3,0,1,1,1,-3,No,-3,No,0,No,No,Democrat Joe Biden,Daily or more,94,Daily or more,94,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'Twitch']","['Five Thirty Eight', 'Yahoo! News', 'CNN', 'Washington Post', 'Huffington Post']",NA,2,Male,"['Hispanic, Latinx, or Spanish origin', 'White']",30,Some college
High Overperception,6,Democrat,2,-3,1,1,1,0,1,-2,No,2,No,1,No,No,Democrat Joe Biden,Daily or more,33,4-6 times a week,8,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,agender,['White'],21,4 year degree
High Overperception,4,Republican,7,3,-3,1,1,0,1,1,No,3,No,3,Yes,Yes,Republican Donald Trump,Daily or more,67,Never,0,['I want to troll people'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']",['Fox News'],NA,2,male,['White'],46,4 year degree
High Overperception,6,Democrat,3,-3,1,1,1,1,1,-2,No,0,No,-2,No,No,Democrat Joe Biden,Daily or more,9,Once per week,0,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,female,['Asian'],19,Some college
High Overperception,7,Democrat,1,-2,3,1,1,0,1,-1,No,3,Yes,2,Yes,Yes,Democrat Joe Biden,Daily or more,69,4-6 times a week,81,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Yahoo! News', 'NY Times', 'Washington Post', 'Huffington Post']",@hevadeer,5,female,['White'],32,4 year degree
Low Overperception,3,Republican,6,2,-2,1,1,0,1,3,No,3,No,2,Yes,No,Republican Donald Trump,Daily or more,9,Never,0,['Other'],"['Twitter', 'Facebook', 'Instagram', 'YouTube']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'Washington Post', 'Daily Knox']",@RebeccaTrott5,2,Female,['White'],41,2 year degree
Low Overperception,4,Democrat,1,-3,3,1,1,0,1,2,Yes,2,Yes,2,Yes,Yes,Democrat Joe Biden,Daily or more,50,Daily or more,19,"['I want people to see the content', 'I want to make people laugh', ""I want to change people's opinions"", 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['CNN', 'NY Times', 'Washington Post']",NA,1,Male,['White'],28,High school
Low Overperception,2,Democrat,1,-3,3,0,1,1,1,3,No,3,No,3,Yes,Yes,Democrat Joe Biden,Daily or more,10,Daily or more,9,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Instagram', 'YouTube']","['CNN', 'MSN News', 'Huffington Post']",NA,3,male,['Native Hawaiian or Other Pacific Islander'],35,4 year degree
High Overperception,4,Democrat,2,-1,3,1,1,0,1,2,No,1,No,1,Yes,Yes,Democrat Joe Biden,Daily or more,29,4-6 times a week,12,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube', 'Twitch']","['Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,2,Male,['Black or African American'],21,2 year degree
Low Overperception,7,Republican,5,3,-3,1,1,0,0,2,No,3,Yes,2,No,Yes,Republican Donald Trump,Daily or more,71,Daily or more,71,"['I want people to see the content', 'I want to make people laugh', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Twitter', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'Five Thirty Eight', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post', 'Other']",NA,1,male,"['Hispanic, Latinx, or Spanish origin']",31,Some college
High Overperception,6,Republican,5,2,-1,0,1,0,1,-3,No,-3,No,0,Yes,Yes,Republican Donald Trump,Daily or more,30,Between once per week and once per month,0,"['I want people to see the content', 'The content represents my beliefs or attitudes']","['Twitter', 'Facebook', 'Instagram']","['Fox News', 'Yahoo! News', 'CNN', 'MSN News', 'NY Times', 'Huffington Post']",NA,2,female,['White'],27,2 year degree
Low Overperception,4,Democrat,3,-1,1,1,1,0,1,-3,No,-3,No,-2,No,No,I did not vote,Daily or more,3,Once per week,0,['I want people to see the content'],"['YouTube', 'Other']","['Fox News', 'CNN', 'Washington Post']",NA,4,Male,"['Hispanic, Latinx, or Spanish origin']",23,Postgraduate/Professional degree/other
Low Overperception,3,Democrat,2,-2,2,1,1,0,1,0,No,0,No,1,Yes,Uncertain / Do not remember,Democrat Joe Biden,Never,0,Never,0,[],['YouTube'],"['Fox News', 'Yahoo! News', 'CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,3,female,['White'],60,Postgraduate/Professional degree/other
Low Overperception,6,Republican,6,2,-2,1,1,1,1,2,No,3,No,0,No,No,Republican Donald Trump,Daily or more,40,4-6 times a week,29,"['I want people to see the content', 'The content represents my beliefs or attitudes', 'I want to show people that we share common beliefs or attitudes']","['Facebook', 'YouTube']",['Fox News'],NA,1,Male,['Asian'],48,Postgraduate/Professional degree/other
Low Overperception,4,Republican,5,1,-2,1,1,0,1,0,No,0,No,0,Yes,No,Republican Donald Trump,Daily or more,92,4-6 times a week,58,"['I want people to see the content', 'I want to make people laugh']","['Twitter', 'Facebook', 'Instagram', 'TikTok', 'YouTube']","['Fox News', 'CNN', 'Washington Post', 'Huffington Post']",N/A,3,male,"['Hispanic, Latinx, or Spanish origin']",24,4 year degree
High Overperception,7,Democrat,4,-1,1,1,1,1,1,-3,No,-2,No,-3,Yes,Uncertain / Do not remember,Prefer not to say,Daily or more,1,Never,0,['Other'],"['Twitter', 'Facebook', 'YouTube']","['CNN', 'NY Times', 'Washington Post', 'Huffington Post']",NA,4,male,NA,51,4 year degree
Low Overperception,2,Democrat,2,-2,3,1,1,0,1,-1,No,1,No,-3,Yes,No,Democrat Joe Biden,Daily or more,9,2-3 times a week,2,"['I want to make people laugh', 'The content represents my beliefs or attitudes']","['Twitter', 'Instagram', 'TikTok', 'YouTube', 'Twitch']",['NY Times'],NA,3,Female,"['Asian', 'Hispanic, Latinx, or Spanish origin']",26,4 year degree
